,ID,Customer_ID,Month,Name,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
3118,0xc690,CUS_0x63b1,July,Karenb,50.0,Writer,100686.12,8680.51,6.0,3.0,9.0,3.0,"Payday Loan, Student Loan, and Auto Loan",18,18,5.359999999999999,4.0,Standard,91.91,27.678677821702667,18 Years and 9 Months,No,234.0551773949049,865.1550323018664,Low_spent_Medium_value_payments,48.840790303228566,Standard
3119,0xc69a,CUS_0x804e,May,Laurence Fletcherz,44.0,Teacher,67749.5,5381.791666666667,5.0,6.0,8.0,2.0,"Student Loan, and Payday Loan",29,16,14.77,1465.0,Standard,1437.3,29.56077778103929,8 Years and 2 Months,Yes,75.31999649795199,612.1981889897281,Low_spent_Small_value_payments,140.66098117898656,Standard
3120,0xc6a9,CUS_0xae42,August,Hugh Bronsteine,56.0,Entrepreneur,29490.49,2245.540833333333,2.0,4.0,6.0,4.0,"Debt Consolidation Loan, Payday Loan, Payday Loan, and Auto Loan",11,6,8.41,6.0,Good,591.33,36.22790878700974,31 Years and 6 Months,NM,90.93073451306172,117.6044138852714,Low_spent_Medium_value_payments,296.0189349350003,Standard
3121,0xc6b5,CUS_0x4e0e,August,Billr,52.0,Doctor,164956.96,13601.413333333332,1.0,4.0,1.0,3.0,"Personal Loan, Auto Loan, and Personal Loan",11,6,2.01,2.0,Good,779.45,34.37884145139593,23 Years and 10 Months,No,335.5410252145523,682.7381575514328,Low_spent_Medium_value_payments,621.8621505673483,Good
3122,0xc6c1,CUS_0x73cf,August,David Henryw,53.0,Scientist,105308.68,8538.723333333333,6.0,4.0,10.0,3.0,"Payday Loan, Debt Consolidation Loan, and Credit-Builder Loan",18,17,10.65,5.0,Good,914.01,28.760625517804336,29 Years and 5 Months,No,200.47441189951596,239.37193598233523,Low_spent_Medium_value_payments,694.0259854514823,Poor
3123,0xc6cd,CUS_0xc2e8,August,Blamontc,40.0,Architect,38325.88,2942.8233333333333,3.0,7.0,22.0,7.0,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Home Equity Loan",10,20,15.88,9.0,Standard,1765.56,25.248299325287537,9 Years and 10 Months,Yes,173.69503452190585,102.18466824448952,High_spent_Medium_value_payments,268.402630566938,Poor
3124,0xc6d9,CUS_0x83c3,August,Dena Aubinn,45.0,Writer,109061.96,9156.496666666668,8.0,4.0,13.0,4.0,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Payday Loan",19,10,18.09,9.0,Standard,990.07,27.8325444224202,16 Years and 3 Months,Yes,273.45338885156565,117.5718351240963,High_spent_Large_value_payments,764.6244426910049,Poor
3125,0xc6f0,CUS_0x73d5,July,Jamesc,20.0,Journalist,66022.26,5382.855,1.0,523.0,12.0,3.0,"Payday Loan, Mortgage Loan, and Mortgage Loan",5,11,10.47,7.0,Good,984.03,26.52056737256904,25 Years and 7 Months,NM,94.49613780258164,308.2032956647018,Low_spent_Large_value_payments,405.58606653271653,Good
3126,0xc715,CUS_0x48d4,August,radend,20.0,Engineer,56039.7,4899.974999999999,2.0,5.0,9.0,4.0,"Personal Loan, Auto Loan, Student Loan, and Payday Loan",16,12,7.64,4.0,Good,895.2,25.674342796441227,18 Years and 3 Months,No,128.64099867263917,177.31655835313546,High_spent_Medium_value_payments,434.03994297422537,Standard
3128,0xc72c,CUS_0x2ee0,July,Oranz,26.0,Media_Manager,31731.94,2629.328333333333,5.0,6.0,10.0,3.0,"Payday Loan, Student Loan, and Credit-Builder Loan",25,12,5.51,3.0,Standard,889.42,33.993964355698594,26 Years and 10 Months,No,75.0023106523225,103.7206094882822,Low_spent_Small_value_payments,374.20991319272866,Standard
3129,0xc739,CUS_0xc106,August,Andreax,6360.0,Teacher,28081.94,2406.1616666666664,5.0,6.0,2.0,1.0,Personal Loan,14,758_,12.99,0.0,Good,233.76,36.46413633425077,20 Years and 3 Months,No,18.29235536245224,71.02476753936111,High_spent_Small_value_payments,411.2990437648533,Good
3130,0xc744,CUS_0x8894,July,Wachtels,32.0,Manager,18976.46,1481.371666666667,8.0,7.0,22.0,7.0,"Auto Loan, Not Specified, Home Equity Loan, Mortgage Loan, Auto Loan, Auto Loan, and Debt Consolidation Loan",59,12,27.54,10.0,Bad,4538.03,41.078261949968926,1 Years and 10 Months,Yes,60.382666733697455,104.86640439010009,Low_spent_Large_value_payments,252.88809554286914,Standard
3131,0xc751,CUS_0x9019,August,Jacobsw,35.0,Architect,16748.19,1252.6825,803.0,5.0,18.0,2.0,"Auto Loan, and Mortgage Loan",8,23,13.85,10.0,Standard,1586.54,29.88302094882945,17 Years and 2 Months,Yes,14.319661800363429,28.93378330218874,High_spent_Large_value_payments,322.0148048974478,Poor
3132,0xc764,CUS_0xade3,March,Kevin Limx,49.0,Entrepreneur,165076.44,13822.37,1.0,6.0,3.0,2.0,"Personal Loan, and Credit-Builder Loan",12,4,6.71,5.0,Good,712.94,32.01022548160296,18 Years and 1 Months,No,273.17471735446657,10000.0,Low_spent_Medium_value_payments,294.66598519764625,Poor
3133,0xc774,CUS_0x4d9c,July,Grantl,29.0,Manager,69753.12,5521.759999999998,6.0,10.0,27.0,2.0,"Not Specified, and Payday Loan",19,18,7.92,7.0,Bad,2487.17,29.99760942207601,14 Years and 3 Months,Yes,94.17278443642591,179.22931831479735,High_spent_Medium_value_payments,528.7738972487766,Poor
3134,0xc781,CUS_0x98a,August,Camposg,40.0,Entrepreneur,20524.7,1791.3916666666669,9.0,10.0,24.0,9.0,"Mortgage Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Payday Loan, Not Specified, Mortgage Loan, and Auto Loan",32,25,8.86,12.0,Bad,4021.94,35.07927262870533,8 Years and 11 Months,Yes,79.79906572624873,108.07019297363505,High_spent_Small_value_payments,251.2699079667829,Poor
3135,0xc78d,CUS_0x2c2d,August,Andreas Rinkeb,29.0,Mechanic,101173.8,8142.15,4.0,3.0,13.0,2.0,"Credit-Builder Loan, and Debt Consolidation Loan",5,8,8.09,4.0,Standard,85.31,42.60181793601743,20 Years and 6 Months,No,142.7062526877489,155.86405527634375,High_spent_Small_value_payments,775.6446920359075,Standard
3136,0xc799,CUS_0xb471,August,Herbertt,43.0,Developer,17638.12,1371.83844141149,4.0,5.0,31.0,7.0,"Auto Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Personal Loan, and Debt Consolidation Loan",10,14,18.06,11.0,Standard,2120.32,36.52945870489607,16 Years and 2 Months,Yes,78.6878621144435,96.28963769681562,Low_spent_Medium_value_payments,262.01172544391727,Poor
3137,0xc7ae,CUS_0x510d,May,Chavez-Dreyfussc,28.0,Architect,38212.84,3306.403333333333,7.0,10.0,23.0,8.0,"Auto Loan, Not Specified, Not Specified, Auto Loan, Mortgage Loan, Home Equity Loan, Payday Loan, and Personal Loan",33,24,6.4,8.0,Bad,1384.44,23.70004052172395,8 Years and 1 Months,Yes,148.66472537381816,249.93872077079303,Low_spent_Medium_value_payments,212.03688718872212,Standard
3138,0xc7c5,CUS_0xb7d4,April,Jennifer Hoytl,45.0,Developer,147521.76,12586.48,1.0,1.0,2.0,1.0,Credit-Builder Loan,5,2,0.57,7.0,Good,101.57,46.247409332868365,18 Years and 0 Months,No,122.3425952164507,131.25239152488658,High_spent_Large_value_payments,1245.0530132586628,Good
3139,0xc7d4,CUS_0x3121,July,Angela Moonq,36.0,Entrepreneur,42847.79,3782.649166666666,4.0,7.0,2.0,2.0,"Home Equity Loan, and Credit-Builder Loan",1,9,9.81,9.0,Good,181.47,34.60824481246574,21 Years and 1 Months,NM,52.27619536504776,416.3173382208322,Low_spent_Small_value_payments,199.67138308078682,Good
3140,0xc7e1,CUS_0xc3cd,August,Charmianw,14.0,Musician,36818.29,3007.1908333333336,6.0,6.0,11.0,7.0,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Not Specified, Not Specified, and Home Equity Loan",14,9,19.92,7.0,Standard,563.84,38.52085748759434,13 Years and 6 Months,Yes,195.5092874229128,323.9156267942198,Low_spent_Small_value_payments,71.29416911620075,Standard
3141,0xc7eb,CUS_0x6191,June,Aubinb,40.0,Musician,20171.07,1962.9225,9.0,7.0,26.0,7.0,"Payday Loan, Auto Loan, Personal Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",30,28,16.81,12.0,Bad,2789.42,29.551457259380246,3 Years and 7 Months,Yes,72.12381186062383,74.3571522352467,Low_spent_Small_value_payments,339.8112859041295,Poor
3142,0xc7f7,CUS_0xa65,June,Longstrethz,45.0,Architect,51647.06999999999,4305.9225,6.0,8.0,19.0,3.0,"Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",48,12,12.46,1396.0,Standard,2121.25,28.77346395312133,10 Years and 2 Months,Yes,26900.0,230.185079076662,High_spent_Small_value_payments,342.6801038965905,Poor
3143,0xc810,CUS_0x90cf,July,McCoolw,53.0,Media_Manager,106234.11000000002,8699.8425,4.0,5.0,16.0,3.0,"Student Loan, Credit-Builder Loan, and Home Equity Loan",6,19,11.21,4.0,Standard,939.4,23.59562382025367,27 Years and 3 Months,No,201.1134901395453,325.6671223639741,High_spent_Medium_value_payments,593.2036374964807,Standard
3144,0xc81d,CUS_0x686c,August,Kiharap,36.0,Developer,10143.89,684.3241666666668,4.0,7.0,14.0,3.0,"Payday Loan, Debt Consolidation Loan, and Mortgage Loan",29,19,9.67,12.0,Standard,1083.92,28.50486889128069,20 Years and 5 Months,Yes,22.886532816291595,24.43712348505888,High_spent_Small_value_payments,281.1087603653162,Good
3145,0xc824,CUS_0xad30,March,Steve Schererp,26.0,Scientist,38076.6,3059.05,10.0,8.0,24.0,4.0,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Debt Consolidation Loan",38,18,16.259999999999998,11.0,Bad,1575.34,24.086993234061342,5 Years and 10 Months,Yes,120.29913417260364,44.28624916395167,High_spent_Medium_value_payments,391.3196166634447,Poor
3146,0xc835,CUS_0x58c5,August,Rier,27.0,Lawyer,77677.38,6476.115000000002,3.0,7.0,7.0,2.0,"Not Specified, and Payday Loan",16,12,8.42,1833.0,Standard,86.8,40.707967336321005,27 Years and 3 Months,No,118.63054291149555,529.775847730324,Low_spent_Small_value_payments,289.2051093581805,Good
3147,0xc841,CUS_0x60c8,August,Lawrence Whitee,45.0,Entrepreneur,48052.7,4266.391666666666,4.0,5.0,17.0,2.0,"Payday Loan, and Student Loan",12,19,15.89,7.0,Standard,346.41,29.128235597475967,10 Years and 2 Months,Yes,59.89857017163269,68.07389412748404,High_spent_Large_value_payments,538.66670236755,Standard
3148,0xc84d,CUS_0x3aa8,August,Rigbym,20.0,Engineer,20426.41,1640.200833333333,6.0,5.0,16.0,5.0,"Home Equity Loan, Student Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",37,24,6.65,7.0,Bad,1587.82,27.29360184631016,7 Years and 8 Months,Yes,57.88334830706614,211.75326655165068,Low_spent_Small_value_payments,184.38346847461648,Poor
3149,0xc864,CUS_0xc190,July,Caroline Valetkevitchj,26.0,Developer,48537.12,3810.76,9.0,5.0,23.0,7.0,"Payday Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",54,20,6.39,13.0,Bad,3401.55,34.189316139330145,10 Years and 8 Months,Yes,255.5173338153011,147.54872475783336,Low_spent_Small_value_payments,268.00994142686557,Poor
3150,0xc87c,CUS_0x56d3,July,Robins,17.0,Media_Manager,16916.38,1406.6983333333335,3.0,7.0,23.0,5.0,"Debt Consolidation Loan, Not Specified, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",29,19,16.77,13.0,Standard,1677.29,30.89122868870052,12 Years and 3 Months,NM,57.36799441112792,145.96856753130157,Low_spent_Small_value_payments,227.3332713909039,Poor
3151,0xc889,CUS_0x5105,August,Forgionex,51.0,Mechanic,80191.38,6293.827868783188,2.0,3.0,3.0,4.0,"Student Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",7,4,11.94,7.0,Good,1452.86,25.201880870704173,27 Years and 8 Months,No,762.6380550221206,338.6444119807732,Low_spent_Small_value_payments,477.86616421391915,Good
3152,0xc894,CUS_0xabf0,July,Soyounge,39.0,Manager,23150353.0,5330.3775,10.0,8.0,17.0,6.0,"Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",41,21,21.38,9.0,Bad,3999.56,25.506540324279104,0 Years and 10 Months,Yes,245.6112589157045,430.0971084492808,Low_spent_Large_value_payments,127.32938263501468,Poor
3153,0xc8a0,CUS_0x2c34,July,Ryan Vlastelicar,18.0,Scientist,86492.88,7075.740000000002,7.0,5.0,17.0,3.0,"Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",13,15,5.16,1.0,Standard,269.63,38.94559043381139,30 Years and 7 Months,No,172.3465509189401,10000.0,High_spent_Medium_value_payments,659.1935258367747,Standard
3154,0xc8b8,CUS_0x30ae,July,Michaeli,18.0,Scientist,40512.0,3091.0,8.0,8.0,15.0,9.0,"Payday Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",28,16,22.04,10.0,Bad,3971.97,34.01676534467772,13 Years and 9 Months,NM,169.48650071860033,123.6386743734916,High_spent_Medium_value_payments,265.9748249079081,Poor
3155,0xc8c5,CUS_0x533b,August,Annika Breidthardtc,43.0,Musician,21265.79,2035.1491666666668,6.0,6.0,5.0,2.0,"Debt Consolidation Loan, and Student Loan",28,17,10.99,2.0,Standard,515.14,32.88791845752811,21 Years and 5 Months,NM,19.35336204716187,10000.0,High_spent_Medium_value_payments,392.38075427807365,Standard
3156,0xc8d0,CUS_0x3b22,July,Horowitzn,22.0,Engineer,48179.67,4047.9725,456.0,3.0,13.0,3.0,"Not Specified, Auto Loan, and Not Specified",16,12,12.08,1867.0,Standard,2346.34,39.3183753947684,14 Years and 7 Months,Yes,89.97133651121666,44.52152600993376,High_spent_Medium_value_payments,520.3043874788494,Standard
3157,0xc8f1,CUS_0xa294,April,Martinne Gelleru,55.0,Teacher,39558.72,3043.56,9.0,7.0,13.0,3.0,"Home Equity Loan, Credit-Builder Loan, and Student Loan",35,9,6.5,4.0,Standard,957.41,35.0300561591254,19 Years and 2 Months,Yes,89.41511035879782,185.28637031533268,Low_spent_Small_value_payments,319.6545193258695,Standard
3158,0xc90d,CUS_0x8d5e,August,Dougo,20.0,Musician,33189.56,3030.796666666666,122.0,7.0,32.0,8.0,"Personal Loan, Student Loan, Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",31,15,4.47,15.0,Bad,4273.39,30.090143682080623,10 Years and 10 Months,Yes,195.2795764567964,246.9926721348053,Low_spent_Large_value_payments,130.80741807506502,Poor
3159,0xc916,CUS_0x80bb,May,Yoko Kubotar,20.0,Engineer,18998.52,1761.21,6.0,10.0,25.0,9.0,"Payday Loan, Not Specified, Student Loan, Not Specified, Personal Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Auto Loan",23,21,6.5,13.0,Bad,4419.75,37.48392604949047,7 Years and 9 Months,Yes,137.70774166739392,107.72827632206904,Low_spent_Large_value_payments,200.68498201053703,Poor
3160,0xc924,CUS_0x3e73,July,Bakerl,42.0,Developer,21591.9,1983.325,4.0,3.0,1.0,4.0,"Student Loan, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",11,17,4.59,8.0,Standard,698.66,28.67095300025432,31 Years and 7 Months,No,62.81359025739457,175.01486375966786,Low_spent_Small_value_payments,250.50404598293758,Good
3161,0xc92e,CUS_0x3fe8,May,Tamim Elyanj,46.0,Teacher,55062.87,4801.5725,9.0,8.0,18.0,6.0,"Home Equity Loan, Personal Loan, Student Loan, Student Loan, Debt Consolidation Loan, and Student Loan",22,15,4.01,12.0,Bad,1569.55,26.433018655045505,8 Years and 0 Months,Yes,142.86111673245702,116.01913463372269,High_spent_Large_value_payments,461.27699863382037,Poor
3162,0xc948,CUS_0x82e5,July,Dineshi,22.0,Mechanic,15116.91,1005.7425,5.0,2.0,10.0,6.0,"Student Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Not Specified, and Auto Loan",7,14,12.84,5.0,Standard,391.93,25.73297269664717,16 Years and 1 Months,NM,75.32554728942284,81.04707192770405,Low_spent_Medium_value_payments,224.20163078287308,Standard
3163,0xc955,CUS_0x23f3,August,Leikae,37.0,Lawyer,19054.15,1567.8458333333335,3.0,3.0,17.0,6.0,"Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Student Loan, and Not Specified",30,9,15.61,8.0,Standard,2097.89,24.839225893644542,12 Years and 5 Months,Yes,86.85026831130695,151.0119481356813,Low_spent_Medium_value_payments,198.92236688634515,Poor
3164,0xc961,CUS_0x8d3,August,Saitok,14.0,Writer,20661.14,1626.7616666666663,8.0,8.0,18.0,7.0,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",17,9,20.29,6.0,Standard,1870.54,32.16299413235235,19 Years and 11 Months,Yes,80.51185289485339,84.60098910823396,Low_spent_Small_value_payments,287.56332466357935,Standard
3165,0xc96d,CUS_0x994c,August,Lianae,40.0,Manager,50063.36,3574.2565918255987,5.0,7.0,9.0,4.0,"Auto Loan, Mortgage Loan, Student Loan, and Not Specified",20,15,3.38,3.0,Standard,608.79,38.443300792098505,24 Years and 4 Months,NM,463.0696878673117,119.17829618754328,Low_spent_Medium_value_payments,424.43675745288004,Good
3166,0xc977,CUS_0xc566,June,Chris Reesen,30.0,Teacher,127118.72,10850.226666666667,5.0,4.0,7.0,4.0,"Mortgage Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",28,13,10.27,3.0,Standard,853.09,34.33906415207622,22 Years and 9 Months,No,247.21061910740084,992.9219931699377,Low_spent_Small_value_payments,134.89005438932838,Standard
3167,0xc985,CUS_0x8109,August,Rohitn,25.0,Musician,179068.04,14978.336666666668,5.0,6.0,6.0,4.0,"Mortgage Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",30,11,11.86,2.0,Good,484.16,37.12567507868389,17 Years and 9 Months,No,501.2124041604145,364.47495864118736,High_spent_Large_value_payments,872.146303865065,Poor
3168,0xc990,CUS_0xaf3a,July,Patrick Lanninb,34.0,Mechanic,58110.06,4683.505,7.0,8.0,30.0,6.0,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",62,19,6.26,8.0,Bad,1621.31,33.35719091864164,14 Years and 1 Months,Yes,277.4881515078873,387.3014815151389,Low_spent_Small_value_payments,93.56086697697378,Standard
3169,0xc998,CUS_0x10b3,March,Johnsona,48.0,Mechanic,136150.6,11127.883333333331,1.0,5.0,9.0,3.0,"Student Loan, Student Loan, and Auto Loan",11,0,10.72,3.0,Good,260.29,29.62580745737768,26 Years and 11 Months,No,177.65407218247665,639.7005789351741,Low_spent_Small_value_payments,585.4336822156828,Good
3170,0xc9a8,CUS_0x86a,July,Donnellanm,37.0,Doctor,59072.52,4824.71,8.0,9.0,28.0,6.0,"Not Specified, Debt Consolidation Loan, Student Loan, Payday Loan, Mortgage Loan, and Not Specified",29,19,23.2,13.0,Bad,2781.03,31.402448294978463,10 Years and 7 Months,Yes,219.50699821502985,392.7057224153145,Low_spent_Small_value_payments,160.2582793696557,Poor
3171,0xc9b4,CUS_0x423c,July,Soyoung Kimz,26.0,Architect,26976.43,2525.035833333333,7.0,7.0,7.0,4.0,"Mortgage Loan, Personal Loan, Payday Loan, and Not Specified",30,10,15.26,3.0,Standard,426.03,37.16656050856808,25 Years and 4 Months,Yes,62.53029961087679,44.21064531950866,High_spent_Medium_value_payments,395.76263840294786,Good
3172,0xc9c0,CUS_0x5b28,July,Teresao,16.0,Teacher,72637.48,6064.123333333332,6.0,5.0,27.0,4.0,"Not Specified, Credit-Builder Loan, Home Equity Loan, and Auto Loan",15,14,8.41,10.0,Standard,1933.9,30.885977030905607,11 Years and 8 Months,Yes,174.42735551909198,67.56584210319778,High_spent_Large_value_payments,604.4191357110435,Poor
3173,0xc9cd,CUS_0xae4b,August,Stevej,44.0,Teacher,10952.32,631.7333619752212,6.0,4.0,6.0,1.0,Debt Consolidation Loan,20,16,17.64,9.0,Standard,1270.54,28.46932501634941,24 Years and 5 Months,No,65.87314109365732,88.60898022783766,Low_spent_Small_value_payments,262.44718336995015,Standard
3174,0xc9e5,CUS_0xc7c,August,Valentina Zam,21.0,Entrepreneur,23917.38,1724.115,7.0,4.0,6.0,3.0,"Personal Loan, Debt Consolidation Loan, and Auto Loan",18,16,9.98,2.0,Standard,888.53,28.115013925301376,29 Years and 10 Months,Yes,35.50828907001855,46.87031081968769,Low_spent_Large_value_payments,360.0329001102938,Standard
3175,0xc9f0,CUS_0x4a94,July,Terrilz,40.0,Architect,9093.815,782.8179166666667,3.0,4.0,27.0,7.0,"Payday Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Personal Loan, Personal Loan, and Home Equity Loan",21,14,8.46,9.0,Standard,1879.03,30.25887913123169,16 Years and 8 Months,Yes,49.26630707431625,92.16976835385422,Low_spent_Small_value_payments,226.84571623849618,Poor
3176,0xca09,CUS_0xbfb4,August,Leskep,37.0,Media_Manager,17983.02,1522.585,5.0,6.0,9.0,4.0,"Payday Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",14,1_,4.92,5.0,Good,393.89,27.75004027371357,23 Years and 2 Months,No,36.67945594529282,139.8160675330931,Low_spent_Large_value_payments,245.76297652161406,Good
3177,0xca12,CUS_0x7884,May,Victoriag,42.0,Developer,17562.41,1683.5341666666666,7.0,9.0,31.0,4.0,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",33,18,8.94,8.0,Standard,2240.76,37.69733120497232,18 Years and 9 Months,Yes,46.13293784979064,10000.0,High_spent_Medium_value_payments,335.04593920294064,Poor
3178,0xca1e,CUS_0x9b30,May,Marja Novakh,21.0,Architect,61793.46,5265.455,10.0,8.0,34.0,5.0,"Payday Loan, Auto Loan, Student Loan, Mortgage Loan, and Payday Loan",39,23,21.92,12.0,Bad,3576.53,34.85842377178486,6 Years and 5 Months,Yes,257.44574196333144,260.0839664683514,Low_spent_Large_value_payments,279.01579156831724,Poor
3179,0xca2a,CUS_0x302f,May,Alistair Barri,30.0,Accountant,15718624.0,7504.8675,4.0,4.0,12.0,1.0,Mortgage Loan,2,3,9.12,3.0,Good,643.75,35.51348455265621,15 Years and 9 Months,No,47.81724751557965,194.90994949829744,High_spent_Medium_value_payments,757.7595529861229,Good
3180,0xca3e,CUS_0x93c8,January,Kellyb,36.0,Manager,53935.11,4590.5925,7.0,10.0,24.0,601.0,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",23,23,29.22,12.0,Bad,4581.47,36.57521459180725,10 Years and 5 Months,Yes,190.11928695173103,220.5042198558738,Low_spent_Small_value_payments,338.4357431923952,Standard
3181,0xca4f,CUS_0xacca,June,Karen Freifeldi,23.0,Architect,38600.74,3410.728333333333,6.0,7.0,27.0,7.0,"Personal Loan, Student Loan, Payday Loan, Auto Loan, Not Specified, Auto Loan, and Debt Consolidation Loan",54,22,6.47,9.0,Bad,4464.55,38.07442360546247,1 Years and 6 Months,Yes,145.65931102487403,201.37800337251832,High_spent_Small_value_payments,254.035518935941,Standard
3182,0xca5c,CUS_0x3364,July,Johns,36.0,Accountant,14132.32,1205.6933333333334,6.0,9.0,34.0,8.0,"Not Specified, Home Equity Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Auto Loan",50,17,23.75,8.0,Bad,4632.52,39.576197388390106,1 Years and 9 Months,Yes,51.74926525441649,65.64084986313887,Low_spent_Large_value_payments,273.179218215778,Poor
3183,0xca69,CUS_0x90f0,August,Longstrethw,36.0,Teacher,28010.02,2072.168333333333,9.0,7.0,26.0,4.0,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",32,15,5.33,13.0,Bad,1794.71,33.96647787613211,10 Years and 11 Months,Yes,49.87501653203984,140.47089150871477,Low_spent_Small_value_payments,306.8709252925788,Poor
3184,0xca75,CUS_0xabf2,August,Chans,17.0,Engineer,41781.42,3217.785,8.0,7.0,31.0,8.0,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Personal Loan",57,25,6.37,8.0,Bad,1570.42,32.62026378378192,9 Years and 2 Months,Yes,226.56793687120305,86.34209923445806,High_spent_Medium_value_payments,258.86846389433896,Standard
3185,0xca7f,CUS_0xb413,June,Chuck Mikolajczakx,20.0,Musician,75454.2,6445.849999999999,5.0,5.0,8.0,4.0,"Credit-Builder Loan, Payday Loan, Auto Loan, and Payday Loan",3,9,11.51,3.0,Good,1384.43,25.046695791441664,32 Years and 4 Months,No,247.21880652916943,131.06829450884658,High_spent_Large_value_payments,506.2978989619841,Standard
3186,0xca8d,CUS_0x7b27,August,Astridj,18.0,Lawyer,57858.3,4868.525,6.0,6.0,25.0,5.0,"Mortgage Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",21,21,19.39,9.0,Standard,2298.46,29.61275991386329,10 Years and 0 Months,Yes,226.7060075164017,304.4367754105746,Low_spent_Large_value_payments,225.7097170730236,Standard
3187,0xca97,CUS_0xb138,June,Emily Flitterm,18.0,Architect,19966.31,1509.8591666666669,7.0,1292.0,33.0,9.0,"Auto Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",36,16,27.36,6.0,Bad,2785.45,26.896747805120352,5 Years and 3 Months,Yes,135.39467810938834,51.66779741929808,Low_spent_Small_value_payments,253.92344113798023,Standard
3188,0xcaa5,CUS_0x1220,August,Berkowitze,31.0,Architect,128494.52,10580.876666666669,4.0,4.0,9.0,2.0,"Student Loan, and Mortgage Loan",0,0_,10.33,3.0,Good,722.25,31.238780973394945,28 Years and 8 Months,No,176.90460970962792,10000.0,High_spent_Large_value_payments,995.2348625854976,Good
3189,0xcab1,CUS_0xabff,August,Michelle Martinw,28.0,Doctor,97881.44,8138.786666666668,5.0,7.0,4.0,3.0,"Not Specified, Credit-Builder Loan, and Mortgage Loan",20,12,1.01,3.0,Good,1379.45,36.7424756750683,27 Years and 0 Months,No,217.4601965787133,384.9214956942469,Low_spent_Medium_value_payments,491.4969743937065,Good
3190,0xcabd,CUS_0xb3ab,August,illw,34.0,Mechanic,33492.57,2348.29718939893,7.0,4.0,20.0,2.0,"Credit-Builder Loan, and Mortgage Loan",25,11_,9.55,10.0,Standard,1360.32,28.62029271699505,7 Years and 8 Months,NM,396.71416925652136,232.04807294088496,Low_spent_Small_value_payments,274.1928184036637,Good
3191,0xcac3,CUS_0x8b4,February,Krishna Ni,22.0,Journalist,32239.36,2676.613333333333,4.0,6.0,12.0,1.0,Student Loan,2,2,1.31,4.0,Good,833.91,23.89458857938201,32 Years and 10 Months,No,18.53861236417456,227.33253435695536,Low_spent_Small_value_payments,311.79018661220346,Good
